wind speed at 100m (m/s)
11.807
12.094
11.246
11.056
10.812
10.403
10.687
10.87
10.534
10.525
10.324
10.409
10.544
10.348
10.522
10.599
10.748
10.849
11.618
11.911
12.024
11.792
11.792
11.865
12.1
12.335
12.726
12.656
12.192
12.17
11.722
11.472
11.313
11.172
11.175
11.188
11.789
11.508
13.122
13.162
14.035
13.992
14.343
13.434
13.269
13.092
14.612
16.522
17.261
17.127
16.025
16.666
18.06
18.924
19.287
19.309
19.675
20.175
19.904
20.459
20.514
20.776
20.908
21.103
21.066
20.514
20.093
19.309
18.933
19.296
18.976
18.89
18.436
18.445
17.963
17.343
16.934
16.711
16.782
16.69
16.882
17.218
17.078
17.026
16.986
17.105
17.496
17.172
17.209
17.487
17.462
17.416
17.181
17.038
16.827
17.163
17.053
16.809
16.449
16.357
16.205
15.768
15.317
14.816
14.618
14.777
14.45
14.334
14.12
13.803
13.681
13.37
13.531
13.492
13.199
13.08
12.961
13.269
13.632
13.965
14.203
14.221
14.084
13.821
13.406
13.599
13.632
13.138
12.457
11.777
11.636
12.436
13.043
13.18
12.588
11.871
11.282
11.197
10.681
10.248
10.272
10.18
10.162
9.857
10.067
10.562
10.647
10.473
9.772
9.18
9.015
9.524
9.433
9.787
9.732
9.68
9.579
9.625
9.778
9.567
9.43
9.613
9.851
9.97
10.168
10.388
10.135
9.482
9.463
9.051
8.435
8.658
8.734
8.813
8.752
8.749
8.752
8.719
9.18
9.109
8.734
8.438
7.739
7.278
7.126
6.729
6.439
6.586
6.763
6.418
7.071
7.342
7.965
7.138
7.464
7.049
6.701
6.454
6.723
7.385
7.886
9.247
13.782
13.782
13.971
14.154
14.654
15.417
15.796
15.439
15.262
15.445
15.201
15.179
15.192
15.051
15.124
15.106
14.987
15.21
15.073
14.92
14.728
14.523
14.313
14.3
14.307
14.261
14.297
14.261
14.276
14.374
14.377
14.328
14.12
14.151
14.053
13.965
13.849
13.599
13.11
12.802
12.509
12.109
12.5
11.658
11.249
11.09
11.035
10.919
10.748
10.098
9.408
9.106
8.246
7.901
6.302
6.924
8.01
7.666
7.077
7.107
7.736
6.927
7.055
7.232
6.683
6.454
6.369
6.826
6.039
6.93
5.34
6.869
7.019
10.235
15.057
10.583
9.753
11.736
9.964
8.429
11.529
8.987
8.88
9.964
10.168
10.986
7.934
6.17
5.932
4.0
11.196
9.585
10.4
11.276
11.996
9.704
10.397
14.194
6.97
6.518
7.364
6.598
6.71
7.104
3.952
6.012
5.887
6.955
7.965
9.247
9.268
9.729
9.515
10.516
11.517
12.057
12.738
14.148
13.888
14.444
14.938
15.115
15.21
16.711
17.142
17.236
17.596
18.332
17.99
18.082
17.923
17.874
17.187
16.925
16.635
16.406
16.519
16.705
16.818
16.473
16.577
16.684
16.775
17.041
16.992
16.766
16.504
16.07
15.649
15.28
14.349
13.882
13.715
13.382
13.443
12.985
12.884
12.906
12.579
12.664
12.494
12.399
12.149
12.011
12.42
12.466
12.424
13.08
13.467
13.577
13.803
13.995
14.337
14.606
14.215
13.519
12.698
10.623
9.298
9.543
10.119
10.306
10.229
10.104
9.97
10.0
10.04
10.211
10.306
10.434
10.47
10.855
10.852
10.647
10.422
10.138
9.808
10.214
9.973
9.872
10.18
9.768
9.988
10.309
10.104
10.08
10.022
10.217
9.714
9.32
9.112
9.07
8.792
9.137
8.337
8.368
8.005
7.992
7.483
7.281
6.958
7.232
6.891
7.138
6.552
5.847
5.548
5.267
4.312
3.674
3.573
2.838
2.493
2.52
2.401
1.922
2.056
1.84
0.833
1.416
1.928
2.426
3.06
3.732
4.577
5.786
6.698
7.461
8.169
8.572
9.448
10.22
10.696
11.343
11.859
11.935
11.929
12.439
12.317
12.347
12.28
12.195
12.204
12.356
12.363
12.753
12.54
11.728
11.438
11.142
10.959
10.641
11.008
10.992
11.267
10.373
10.357
11.343
11.52
11.09
10.794
11.148
11.233
11.771
10.709
8.826
3.964
4.287
8.533
6.21
5.151
7.602
5.41
5.029
7.522
6.613
6.65
7.205
7.12
7.208
7.968
9.811
9.949
10.361
10.263
10.248
10.513
10.773
10.797
10.913
11.148
11.215
11.493
11.716
11.716
11.917
11.896
11.935
11.984
12.012
11.996
11.923
11.871
11.764
11.435
11.398
11.374
11.307
11.16
11.014
10.806
10.736
10.69
10.434
10.245
10.132
9.881
9.628
9.384
9.109
8.941
8.639
8.297
8.423
7.467
8.004
7.425
7.489
7.043
6.677
6.524
6.299
5.929
5.746
5.307
4.901
4.754
4.416
4.055
3.775
3.598
3.103
2.685
2.197
1.898
1.562
1.254
1.446
2.291
3.033
3.949
4.971
5.825
6.726
7.357
6.717
8.819
9.396
9.009
11.215
10.098
9.802
6.601
8.679
8.648
7.599
7.473
5.459
7.602
3.68
2.722
5.047
7.885
3.784
4.086
5.691
4.654
4.037
4.245
2.728
3.906
4.239
3.939
3.32
3.021
3.842
5.05
4.547
4.165
3.482
5.407
5.001
4.98
4.889
5.533
5.697
6.106
6.356
6.543
7.193
6.827
8.075
7.934
8.535
9.015
9.497
9.631
10.186
10.257
10.263
10.254
10.11
10.013
10.284
10.461
10.202
10.336
9.991
10.815
10.87
10.367
11.328
11.044
10.666
10.708
10.678
10.638
10.309
10.391
10.226
10.162
10.055
9.961
9.662
9.408
9.121
8.938
9.445
10.187
10.089
9.848
10.025
9.772
9.518
9.576
9.988
10.199
10.748
11.23
11.877
12.179
12.405
12.732
13.425
14.041
14.609
15.326
16.004
15.881
16.367
16.629
17.105
17.169
17.27
16.892
16.699
16.202
15.192
14.285
13.825
13.409
13.284
15.085
15.707
15.719
16.012
16.195
16.153
15.658
15.347
14.905
14.487
14.151
14.108
13.962
13.748
13.501
12.753
12.329
12.405
12.384
12.182
11.871
11.639
11.471
11.087
10.724
10.479
10.095
9.61
9.433
9.067
8.624
8.761
8.331
8.279
8.035
7.992
7.77
7.458
7.602
7.76
8.084
8.502
9.072
9.286
9.152
9.237
9.649
10.092
10.281
10.62
10.812
11.111
10.913
10.336
9.964
9.814
9.598
9.671
9.21
8.859
8.627
8.218
7.626
6.921
5.893
5.499
5.096
5.06
5.005
5.035
5.38
6.579
6.692
6.384
6.692
7.019
6.952
6.695
6.772
6.518
6.088
6.353
6.402
6.665
6.53
5.612
5.487
5.884
6.173
6.378
6.659
6.875
6.329
5.301
4.669
2.221
2.862
3.695
3.509
3.656
2.859
3.115
3.671
4.397
4.953
4.574
3.933
4.031
4.486
4.315
4.275
3.704
3.68
3.982
4.126
4.19
4.513
4.498
3.946
3.662
3.567
3.729
4.129
4.507
4.269
4.492
4.492
5.148
5.459
5.957
5.633
6.46
6.21
5.633
5.889
7.122
7.08
6.692
6.985
7.052
6.866
6.756
6.686
6.295
5.975
6.61
6.756
7.266
7.391
9.198
10.504
11.325
11.343
11.346
11.578
11.917
12.201
12.283
12.204
12.134
11.664
11.175
10.653
10.257
9.826
10.11
10.122
10.131
9.945
10.119
10.431
10.791
10.833
10.736
10.669
10.052
9.649
9.518
9.732
9.86
9.924
9.939
9.936
9.796
9.729
9.921
9.948
9.927
9.787
9.714
9.668
9.582
9.662
9.671
9.558
9.491
9.585
9.671
9.628
9.469
9.5
9.347
9.192
9.418
8.865
8.813
8.246
8.249
7.971
7.437
6.921
6.772
6.317
5.722
5.52
4.675
